,id,sender_id,type_name,timestamp,intent_name,action_name,data
273,274,48c58f0d3f964837b04d262795bdf49c,action,1649140000.0,,action_check_protocol,"{""event"": ""action"", ""timestamp"": 1649141044.2520418, ""name"": ""action_check_protocol"", ""policy"": ""policy_2_RulePolicy"", ""confidence"": 1.0, ""action_text"": null, ""hide_rule_turn"": true}"
274,275,48c58f0d3f964837b04d262795bdf49c,bot,1649140000.0,,,"{""event"": ""bot"", ""timestamp"": 1649141044.2521548, ""text"": ""\u5bf9\u4e8e\u8fd9\u4e2a\u5177\u4f53\u95ee\u9898\uff0c\u5173\u4e8e\u5168\u8111\u653e\u5c04\u6cbb\u7597\u7684\u6d17\u8131\u671f\uff0c\u7528\u8bed\u53ef\u4ee5\u4f7f\u7528\u5165\u7ec4\uff08\u7b7e\u7f72ICF\uff09\u6216\u968f\u673a\u5316\u5206\u7ec4\uff08\u5206\u914d\u7ed9\u6cbb\u7597\u7ec4\uff0c\u53ef\u80fd\u4e0e\u7ed9\u836f\u65e5\u671f\u76f8\u540c\uff09\u3002\u8fd9\u53d6\u51b3\u4e8e\u7814\u7a76\u56e2\u961f\u662f\u5426\u613f\u610f\u4f7f\u7528\u66f4\u957f\u7684\u6d17\u8131\u671f\uff0c\u4f46\u6211\u8ba4\u4e3a\u5176\u610f\u56fe\u662f\u5728\u7ed9\u836f\u524d\u81f3\u5c112\u5468\u3002  \n***\u6b64\u9879\u4e0b\u8fd8\u6709\u4ee5\u4e0b\u95ee\u9898\uff0c\u8bf7\u53c2\u7167\u9009\u62e9\u3002\u60a8\u4e5f\u53ef\u4ee5\u8f93\u5165\u5176\u4ed6\u95ee\u9898\u3002\u8c22\u8c22***"", ""data"": {""elements"": null, ""quick_replies"": null, ""buttons"": [{""payload"": ""/inform_protocol{\""sub\"": \""\u5173\u4e8e\u7b2c4\u6761\u6392\u9664\u6807\u51c6\uff1a\u672a\u7ecf\u6cbb\u7597\u7684\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u662f\u5426\u53ef\u4ee5\u53c2\u52a0\u7814\u7a76\uff1f\u6240\u6709PI\u5747\u6307\u51fa\uff0c\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u4e0d\u63a5\u53d7\u5e38\u89c4\u6cbb\u7597\uff0c\u5982\u679c\u9700\u8981\uff0c\u8fd9\u5c06\u662f\u4e00\u4e2a\u9650\u5236\u6027\u6392\u9664\u6807\u51c6\u3002\\n\u65b9\u6848\u4e2d\u6307\u51fa\uff1a\u201c\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u53c2\u4e0e\u8005\u5728\u4e4b\u524d\u5fc5\u987b\u5b8c\u6210\u8fc7\u5c40\u90e8\u6cbb\u7597\u201d\uff0c\u4f46\u76ee\u524d\u5c1a\u4e0d\u6e05\u695a\u8fd9\u662f\u5426\u53ea\u662f\u9488\u5bf9\u4e8e\u6d3b\u52a8\u6027\u7684\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\""}"", ""title"": ""\u5173\u4e8e\u7b2c4\u6761\u6392\u9664\u6807\u51c6\uff1a\u672a\u7ecf\u6cbb\u7597\u7684\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u662f\u5426\u53ef\u4ee5\u53c2\u52a0\u7814\u7a76\uff1f\u6240\u6709PI\u5747\u6307\u51fa\uff0c\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u4e0d\u63a5\u53d7\u5e38\u89c4\u6cbb\u7597\uff0c\u5982\u679c\u9700\u8981\uff0c\u8fd9\u5c06\u662f\u4e00\u4e2a\u9650\u5236\u6027\u6392\u9664\u6807\u51c6\u3002\n\u65b9\u6848\u4e2d\u6307\u51fa\uff1a\u201c\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u53c2\u4e0e\u8005\u5728\u4e4b\u524d\u5fc5\u987b\u5b8c\u6210\u8fc7\u5c40\u90e8\u6cbb\u7597\u201d\uff0c\u4f46\u76ee\u524d\u5c1a\u4e0d\u6e05\u695a\u8fd9\u662f\u5426\u53ea\u662f\u9488\u5bf9\u4e8e\u6d3b\u52a8\u6027\u7684\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb""}, {""payload"": ""/inform_protocol{\""sub\"": \""\u53d7\u8bd5\u8005\u5927\u8111\u5185\u53ea\u6709\u4e00\u4e2a\u9776\u75c5\u7076\u662f\u5426\u5408\u683c\""}"", ""title"": ""\u53d7\u8bd5\u8005\u5927\u8111\u5185\u53ea\u6709\u4e00\u4e2a\u9776\u75c5\u7076\u662f\u5426\u5408\u683c""}, {""payload"": ""/inform_protocol{\""sub\"": \""\u5982\u4f55\u5904\u7406\u90a3\u4e9b\u51fa\u73b0\u65b0\u8bca\u65ad\uff08\u5c1a\u672a\u6709\u75c7\u72b6\uff09\u7684\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7684\u60a3\u8005\u3002\u5728\u7b5b\u67e5\u8fc7\u7a0b\u4e2d\uff0c\u53ef\u80fd\u4f1a\u53d1\u73b0\u786e\u5b9e\u65e0\u4efb\u4f55\u75c7\u72b6\u7684\u65b0\u75c5\u7076\uff0c\u8fd9\u4e9b\u60a3\u8005\u662f\u5426\u4ecd\u88ab\u5141\u8bb8\u53c2\u4e0e\u7814\u7a76\uff1f\\n\""}"", ""title"": ""\u5982\u4f55\u5904\u7406\u90a3\u4e9b\u51fa\u73b0\u65b0\u8bca\u65ad\uff08\u5c1a\u672a\u6709\u75c7\u72b6\uff09\u7684\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7684\u60a3\u8005\u3002\u5728\u7b5b\u67e5\u8fc7\u7a0b\u4e2d\uff0c\u53ef\u80fd\u4f1a\u53d1\u73b0\u786e\u5b9e\u65e0\u4efb\u4f55\u75c7\u72b6\u7684\u65b0\u75c5\u7076\uff0c\u8fd9\u4e9b\u60a3\u8005\u662f\u5426\u4ecd\u88ab\u5141\u8bb8\u53c2\u4e0e\u7814\u7a76\uff1f\n""}], ""attachment"": null, ""image"": null, ""custom"": null}, ""metadata"": {}}"
275,276,48c58f0d3f964837b04d262795bdf49c,slot,1649140000.0,,sub,"{""event"": ""slot"", ""timestamp"": 1649141044.2521613, ""name"": ""sub"", ""value"": null}"
276,277,48c58f0d3f964837b04d262795bdf49c,slot,1649140000.0,,question_list,"{""event"": ""slot"", ""timestamp"": 1649141044.2521737, ""name"": ""question_list"", ""value"": [""\u5173\u4e8e\u7b2c4\u6761\u6392\u9664\u6807\u51c6\uff1a\u672a\u7ecf\u6cbb\u7597\u7684\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u662f\u5426\u53ef\u4ee5\u53c2\u52a0\u7814\u7a76\uff1f\u6240\u6709PI\u5747\u6307\u51fa\uff0c\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u4e0d\u63a5\u53d7\u5e38\u89c4\u6cbb\u7597\uff0c\u5982\u679c\u9700\u8981\uff0c\u8fd9\u5c06\u662f\u4e00\u4e2a\u9650\u5236\u6027\u6392\u9664\u6807\u51c6\u3002\n\u65b9\u6848\u4e2d\u6307\u51fa\uff1a\u201c\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u53c2\u4e0e\u8005\u5728\u4e4b\u524d\u5fc5\u987b\u5b8c\u6210\u8fc7\u5c40\u90e8\u6cbb\u7597\u201d\uff0c\u4f46\u76ee\u524d\u5c1a\u4e0d\u6e05\u695a\u8fd9\u662f\u5426\u53ea\u662f\u9488\u5bf9\u4e8e\u6d3b\u52a8\u6027\u7684\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb"", ""\u53d7\u8bd5\u8005\u5927\u8111\u5185\u53ea\u6709\u4e00\u4e2a\u9776\u75c5\u7076\u662f\u5426\u5408\u683c"", ""\u5982\u4f55\u5904\u7406\u90a3\u4e9b\u51fa\u73b0\u65b0\u8bca\u65ad\uff08\u5c1a\u672a\u6709\u75c7\u72b6\uff09\u7684\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7684\u60a3\u8005\u3002\u5728\u7b5b\u67e5\u8fc7\u7a0b\u4e2d\uff0c\u53ef\u80fd\u4f1a\u53d1\u73b0\u786e\u5b9e\u65e0\u4efb\u4f55\u75c7\u72b6\u7684\u65b0\u75c5\u7076\uff0c\u8fd9\u4e9b\u60a3\u8005\u662f\u5426\u4ecd\u88ab\u5141\u8bb8\u53c2\u4e0e\u7814\u7a76\uff1f\n""]}"
277,278,48c58f0d3f964837b04d262795bdf49c,action,1649140000.0,,action_listen,"{""event"": ""action"", ""timestamp"": 1649141044.2622056, ""name"": ""action_listen"", ""policy"": ""policy_2_RulePolicy"", ""confidence"": 1.0, ""action_text"": null, ""hide_rule_turn"": true}"
278,279,48c58f0d3f964837b04d262795bdf49c,user,1649140000.0,inform_protocol,,"{""event"": ""user"", ""timestamp"": 1649141048.785568, ""text"": ""/inform_protocol{\""sub\"": \""\u5982\u4f55\u5904\u7406\u90a3\u4e9b\u51fa\u73b0\u65b0\u8bca\u65ad\uff08\u5c1a\u672a\u6709\u75c7\u72b6\uff09\u7684\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7684\u60a3\u8005\u3002\u5728\u7b5b\u67e5\u8fc7\u7a0b\u4e2d\uff0c\u53ef\u80fd\u4f1a\u53d1\u73b0\u786e\u5b9e\u65e0\u4efb\u4f55\u75c7\u72b6\u7684\u65b0\u75c5\u7076\uff0c\u8fd9\u4e9b\u60a3\u8005\u662f\u5426\u4ecd\u88ab\u5141\u8bb8\u53c2\u4e0e\u7814\u7a76\uff1f\\n\""}"", ""parse_data"": {""intent"": {""name"": ""inform_protocol"", ""confidence"": 1.0}, ""entities"": [{""entity"": ""sub"", ""start"": 16, ""end"": 100, ""value"": ""\u5982\u4f55\u5904\u7406\u90a3\u4e9b\u51fa\u73b0\u65b0\u8bca\u65ad\uff08\u5c1a\u672a\u6709\u75c7\u72b6\uff09\u7684\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7684\u60a3\u8005\u3002\u5728\u7b5b\u67e5\u8fc7\u7a0b\u4e2d\uff0c\u53ef\u80fd\u4f1a\u53d1\u73b0\u786e\u5b9e\u65e0\u4efb\u4f55\u75c7\u72b6\u7684\u65b0\u75c5\u7076\uff0c\u8fd9\u4e9b\u60a3\u8005\u662f\u5426\u4ecd\u88ab\u5141\u8bb8\u53c2\u4e0e\u7814\u7a76\uff1f\n""}], ""text"": ""/inform_protocol{\""sub\"": \""\u5982\u4f55\u5904\u7406\u90a3\u4e9b\u51fa\u73b0\u65b0\u8bca\u65ad\uff08\u5c1a\u672a\u6709\u75c7\u72b6\uff09\u7684\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7684\u60a3\u8005\u3002\u5728\u7b5b\u67e5\u8fc7\u7a0b\u4e2d\uff0c\u53ef\u80fd\u4f1a\u53d1\u73b0\u786e\u5b9e\u65e0\u4efb\u4f55\u75c7\u72b6\u7684\u65b0\u75c5\u7076\uff0c\u8fd9\u4e9b\u60a3\u8005\u662f\u5426\u4ecd\u88ab\u5141\u8bb8\u53c2\u4e0e\u7814\u7a76\uff1f\\n\""}"", ""message_id"": ""5994082d5a01496d8ba9c799a9452854"", ""metadata"": {}, ""intent_ranking"": [{""name"": ""inform_protocol"", ""confidence"": 1.0}]}, ""input_channel"": ""rasa"", ""message_id"": ""5994082d5a01496d8ba9c799a9452854"", ""metadata"": {}}"
279,280,48c58f0d3f964837b04d262795bdf49c,slot,1649140000.0,,sub,"{""event"": ""slot"", ""timestamp"": 1649141048.7855825, ""name"": ""sub"", ""value"": [""\u5982\u4f55\u5904\u7406\u90a3\u4e9b\u51fa\u73b0\u65b0\u8bca\u65ad\uff08\u5c1a\u672a\u6709\u75c7\u72b6\uff09\u7684\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7684\u60a3\u8005\u3002\u5728\u7b5b\u67e5\u8fc7\u7a0b\u4e2d\uff0c\u53ef\u80fd\u4f1a\u53d1\u73b0\u786e\u5b9e\u65e0\u4efb\u4f55\u75c7\u72b6\u7684\u65b0\u75c5\u7076\uff0c\u8fd9\u4e9b\u60a3\u8005\u662f\u5426\u4ecd\u88ab\u5141\u8bb8\u53c2\u4e0e\u7814\u7a76\uff1f\n""]}"
280,281,48c58f0d3f964837b04d262795bdf49c,user_featurization,1649140000.0,,,"{""event"": ""user_featurization"", ""timestamp"": 1649141048.8128533, ""use_text_for_featurization"": false}"
281,282,48c58f0d3f964837b04d262795bdf49c,action,1649140000.0,,action_check_protocol,"{""event"": ""action"", ""timestamp"": 1649141048.8128796, ""name"": ""action_check_protocol"", ""policy"": ""policy_2_RulePolicy"", ""confidence"": 1.0, ""action_text"": null, ""hide_rule_turn"": true}"
282,283,48c58f0d3f964837b04d262795bdf49c,bot,1649140000.0,,,"{""event"": ""bot"", ""timestamp"": 1649141048.8129578, ""text"": ""\u5982\u679c\u5728\u968f\u673a\u5206\u7ec4\u4e4b\u524d\u5bf9\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u8fdb\u884c\u5c40\u90e8\u6cbb\u7597\uff0c\u8fd9\u4e9b\u60a3\u8005\u5c06\u88ab\u5141\u8bb8\u53c2\u4e0e\u7814\u7a76\u3002   \n***\u6b64\u9879\u4e0b\u8fd8\u6709\u4ee5\u4e0b\u95ee\u9898\uff0c\u8bf7\u53c2\u7167\u9009\u62e9\u3002\u60a8\u4e5f\u53ef\u4ee5\u8f93\u5165\u5176\u4ed6\u95ee\u9898\u3002\u8c22\u8c22***"", ""data"": {""elements"": null, ""quick_replies"": null, ""buttons"": [{""payload"": ""/inform_protocol{\""sub\"": \""\u5173\u4e8e\u7b2c4\u6761\u6392\u9664\u6807\u51c6\uff1a\u672a\u7ecf\u6cbb\u7597\u7684\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u662f\u5426\u53ef\u4ee5\u53c2\u52a0\u7814\u7a76\uff1f\u6240\u6709PI\u5747\u6307\u51fa\uff0c\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u4e0d\u63a5\u53d7\u5e38\u89c4\u6cbb\u7597\uff0c\u5982\u679c\u9700\u8981\uff0c\u8fd9\u5c06\u662f\u4e00\u4e2a\u9650\u5236\u6027\u6392\u9664\u6807\u51c6\u3002\\n\u65b9\u6848\u4e2d\u6307\u51fa\uff1a\u201c\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u53c2\u4e0e\u8005\u5728\u4e4b\u524d\u5fc5\u987b\u5b8c\u6210\u8fc7\u5c40\u90e8\u6cbb\u7597\u201d\uff0c\u4f46\u76ee\u524d\u5c1a\u4e0d\u6e05\u695a\u8fd9\u662f\u5426\u53ea\u662f\u9488\u5bf9\u4e8e\u6d3b\u52a8\u6027\u7684\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\""}"", ""title"": ""\u5173\u4e8e\u7b2c4\u6761\u6392\u9664\u6807\u51c6\uff1a\u672a\u7ecf\u6cbb\u7597\u7684\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u662f\u5426\u53ef\u4ee5\u53c2\u52a0\u7814\u7a76\uff1f\u6240\u6709PI\u5747\u6307\u51fa\uff0c\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u4e0d\u63a5\u53d7\u5e38\u89c4\u6cbb\u7597\uff0c\u5982\u679c\u9700\u8981\uff0c\u8fd9\u5c06\u662f\u4e00\u4e2a\u9650\u5236\u6027\u6392\u9664\u6807\u51c6\u3002\n\u65b9\u6848\u4e2d\u6307\u51fa\uff1a\u201c\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u53c2\u4e0e\u8005\u5728\u4e4b\u524d\u5fc5\u987b\u5b8c\u6210\u8fc7\u5c40\u90e8\u6cbb\u7597\u201d\uff0c\u4f46\u76ee\u524d\u5c1a\u4e0d\u6e05\u695a\u8fd9\u662f\u5426\u53ea\u662f\u9488\u5bf9\u4e8e\u6d3b\u52a8\u6027\u7684\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb""}, {""payload"": ""/inform_protocol{\""sub\"": \""\u53d7\u8bd5\u8005\u5927\u8111\u5185\u53ea\u6709\u4e00\u4e2a\u9776\u75c5\u7076\u662f\u5426\u5408\u683c\""}"", ""title"": ""\u53d7\u8bd5\u8005\u5927\u8111\u5185\u53ea\u6709\u4e00\u4e2a\u9776\u75c5\u7076\u662f\u5426\u5408\u683c""}], ""attachment"": null, ""image"": null, ""custom"": null}, ""metadata"": {}}"
283,284,48c58f0d3f964837b04d262795bdf49c,slot,1649140000.0,,sub,"{""event"": ""slot"", ""timestamp"": 1649141048.8129623, ""name"": ""sub"", ""value"": null}"
284,285,48c58f0d3f964837b04d262795bdf49c,slot,1649140000.0,,question_list,"{""event"": ""slot"", ""timestamp"": 1649141048.8129745, ""name"": ""question_list"", ""value"": [""\u5173\u4e8e\u7b2c4\u6761\u6392\u9664\u6807\u51c6\uff1a\u672a\u7ecf\u6cbb\u7597\u7684\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u662f\u5426\u53ef\u4ee5\u53c2\u52a0\u7814\u7a76\uff1f\u6240\u6709PI\u5747\u6307\u51fa\uff0c\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u4e0d\u63a5\u53d7\u5e38\u89c4\u6cbb\u7597\uff0c\u5982\u679c\u9700\u8981\uff0c\u8fd9\u5c06\u662f\u4e00\u4e2a\u9650\u5236\u6027\u6392\u9664\u6807\u51c6\u3002\n\u65b9\u6848\u4e2d\u6307\u51fa\uff1a\u201c\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u53c2\u4e0e\u8005\u5728\u4e4b\u524d\u5fc5\u987b\u5b8c\u6210\u8fc7\u5c40\u90e8\u6cbb\u7597\u201d\uff0c\u4f46\u76ee\u524d\u5c1a\u4e0d\u6e05\u695a\u8fd9\u662f\u5426\u53ea\u662f\u9488\u5bf9\u4e8e\u6d3b\u52a8\u6027\u7684\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb"", ""\u53d7\u8bd5\u8005\u5927\u8111\u5185\u53ea\u6709\u4e00\u4e2a\u9776\u75c5\u7076\u662f\u5426\u5408\u683c""]}"
285,286,48c58f0d3f964837b04d262795bdf49c,action,1649140000.0,,action_listen,"{""event"": ""action"", ""timestamp"": 1649141048.8197486, ""name"": ""action_listen"", ""policy"": ""policy_2_RulePolicy"", ""confidence"": 1.0, ""action_text"": null, ""hide_rule_turn"": true}"
286,287,48c58f0d3f964837b04d262795bdf49c,user,1649140000.0,inform_protocol,,"{""event"": ""user"", ""timestamp"": 1649141055.0671718, ""text"": ""/inform_protocol{\""sub\"": \""\u5173\u4e8e\u7b2c4\u6761\u6392\u9664\u6807\u51c6\uff1a\u672a\u7ecf\u6cbb\u7597\u7684\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u662f\u5426\u53ef\u4ee5\u53c2\u52a0\u7814\u7a76\uff1f\u6240\u6709PI\u5747\u6307\u51fa\uff0c\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u4e0d\u63a5\u53d7\u5e38\u89c4\u6cbb\u7597\uff0c\u5982\u679c\u9700\u8981\uff0c\u8fd9\u5c06\u662f\u4e00\u4e2a\u9650\u5236\u6027\u6392\u9664\u6807\u51c6\u3002\\n\u65b9\u6848\u4e2d\u6307\u51fa\uff1a\u201c\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u53c2\u4e0e\u8005\u5728\u4e4b\u524d\u5fc5\u987b\u5b8c\u6210\u8fc7\u5c40\u90e8\u6cbb\u7597\u201d\uff0c\u4f46\u76ee\u524d\u5c1a\u4e0d\u6e05\u695a\u8fd9\u662f\u5426\u53ea\u662f\u9488\u5bf9\u4e8e\u6d3b\u52a8\u6027\u7684\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\""}"", ""parse_data"": {""intent"": {""name"": ""inform_protocol"", ""confidence"": 1.0}, ""entities"": [{""entity"": ""sub"", ""start"": 16, ""end"": 181, ""value"": ""\u5173\u4e8e\u7b2c4\u6761\u6392\u9664\u6807\u51c6\uff1a\u672a\u7ecf\u6cbb\u7597\u7684\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u662f\u5426\u53ef\u4ee5\u53c2\u52a0\u7814\u7a76\uff1f\u6240\u6709PI\u5747\u6307\u51fa\uff0c\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u4e0d\u63a5\u53d7\u5e38\u89c4\u6cbb\u7597\uff0c\u5982\u679c\u9700\u8981\uff0c\u8fd9\u5c06\u662f\u4e00\u4e2a\u9650\u5236\u6027\u6392\u9664\u6807\u51c6\u3002\n\u65b9\u6848\u4e2d\u6307\u51fa\uff1a\u201c\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u53c2\u4e0e\u8005\u5728\u4e4b\u524d\u5fc5\u987b\u5b8c\u6210\u8fc7\u5c40\u90e8\u6cbb\u7597\u201d\uff0c\u4f46\u76ee\u524d\u5c1a\u4e0d\u6e05\u695a\u8fd9\u662f\u5426\u53ea\u662f\u9488\u5bf9\u4e8e\u6d3b\u52a8\u6027\u7684\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb""}], ""text"": ""/inform_protocol{\""sub\"": \""\u5173\u4e8e\u7b2c4\u6761\u6392\u9664\u6807\u51c6\uff1a\u672a\u7ecf\u6cbb\u7597\u7684\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u662f\u5426\u53ef\u4ee5\u53c2\u52a0\u7814\u7a76\uff1f\u6240\u6709PI\u5747\u6307\u51fa\uff0c\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u4e0d\u63a5\u53d7\u5e38\u89c4\u6cbb\u7597\uff0c\u5982\u679c\u9700\u8981\uff0c\u8fd9\u5c06\u662f\u4e00\u4e2a\u9650\u5236\u6027\u6392\u9664\u6807\u51c6\u3002\\n\u65b9\u6848\u4e2d\u6307\u51fa\uff1a\u201c\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u53c2\u4e0e\u8005\u5728\u4e4b\u524d\u5fc5\u987b\u5b8c\u6210\u8fc7\u5c40\u90e8\u6cbb\u7597\u201d\uff0c\u4f46\u76ee\u524d\u5c1a\u4e0d\u6e05\u695a\u8fd9\u662f\u5426\u53ea\u662f\u9488\u5bf9\u4e8e\u6d3b\u52a8\u6027\u7684\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\""}"", ""message_id"": ""50379a869c2641e097f5bd747c9d2a13"", ""metadata"": {}, ""intent_ranking"": [{""name"": ""inform_protocol"", ""confidence"": 1.0}]}, ""input_channel"": ""rasa"", ""message_id"": ""50379a869c2641e097f5bd747c9d2a13"", ""metadata"": {}}"
287,288,48c58f0d3f964837b04d262795bdf49c,slot,1649140000.0,,sub,"{""event"": ""slot"", ""timestamp"": 1649141055.0671866, ""name"": ""sub"", ""value"": [""\u5173\u4e8e\u7b2c4\u6761\u6392\u9664\u6807\u51c6\uff1a\u672a\u7ecf\u6cbb\u7597\u7684\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u662f\u5426\u53ef\u4ee5\u53c2\u52a0\u7814\u7a76\uff1f\u6240\u6709PI\u5747\u6307\u51fa\uff0c\u975e\u6d3b\u52a8\u6027\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u60a3\u8005\u4e0d\u63a5\u53d7\u5e38\u89c4\u6cbb\u7597\uff0c\u5982\u679c\u9700\u8981\uff0c\u8fd9\u5c06\u662f\u4e00\u4e2a\u9650\u5236\u6027\u6392\u9664\u6807\u51c6\u3002\n\u65b9\u6848\u4e2d\u6307\u51fa\uff1a\u201c\u6709\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb\u7624\u7684\u53c2\u4e0e\u8005\u5728\u4e4b\u524d\u5fc5\u987b\u5b8c\u6210\u8fc7\u5c40\u90e8\u6cbb\u7597\u201d\uff0c\u4f46\u76ee\u524d\u5c1a\u4e0d\u6e05\u695a\u8fd9\u662f\u5426\u53ea\u662f\u9488\u5bf9\u4e8e\u6d3b\u52a8\u6027\u7684\u4e2d\u67a2\u795e\u7ecf\u7cfb\u7edf\u8f6c\u79fb""]}"
288,289,48c58f0d3f964837b04d262795bdf49c,user_featurization,1649140000.0,,,"{""event"": ""user_featurization"", ""timestamp"": 1649141055.0986977, ""use_text_for_featurization"": false}"
289,290,48c58f0d3f964837b04d262795bdf49c,action,1649140000.0,,action_check_protocol,"{""event"": ""action"", ""timestamp"": 1649141055.0987265, ""name"": ""action_check_protocol"", ""policy"": ""policy_2_RulePolicy"", ""confidence"": 1.0, ""action_text"": null, ""hide_rule_turn"": true}"
